applicant_id,first_name,last_name,email,phone_number,university,major,gpa,graduation_year,application_date,position_applied,years_of_experience,skills,application_status,salary_expectation,availability,resume_submitted,cover_letter,references_provided,full_name,days_since_application,experience_level,gpa_category
APP-0011A,Laura,Brown,brown.laura@email.com,(330) 837-9751,Online University,Biology,3.4,2024.0,,Software Developer Intern,0.0,Various technical skills,Accepted,37920.0,Flexible,False,True,4,Laura Brown,,No Experience,3.0-3.4
APP-0012,Emily,Jones,jones.emily@email.com,(779) 242-6688,State University,Business Administration,2.53,2022.0,,Data Science Intern,0.0,"Data Analysis, Machine Learning, PowerPoint, Communication, Tableau",Accepted,27418.0,Immediate,False,False,2,Emily Jones,,No Experience,2.0-2.9
APP0013,Christopher,Garcia,christopher719@email.com,(907) 687-9041,Community College,Economics,2.89,2023.0,,Software Developer Intern,0.0,"Excel, JavaScript, Java, Project Management, R",Pending,24273.0,2 Weeks,True,False,2,Christopher Garcia,,No Experience,2.0-2.9
APP0014B,John,Lopez,john567@email.com,+1 (680) 690-8216,Private College,Computer Science,3.43,2023.0,,Data Science Intern,0.0,"Machine Learning, Tableau, PowerPoint, Data Analysis",Under Review,36640.0,2 Weeks,False,False,4,John Lopez,,No Experience,3.0-3.4
APP0015A,John,Miller,john238@email.com,+1 (635) 317-9922,International University,Marketing,3.89,2025.0,,Software Developer Intern,0.0,Various technical skills,Submitted,16318.0,1 Month,True,False,3,John Miller,,No Experience,3.5-4.0
APP_0016A,Michelle,Hernandez,michelle419@email.com,+1 (878) 610-1601,State University,Biology,3.21,2022.0,,Software Developer Intern,1.0,"Machine Learning, SQL, Excel, PowerPoint, Communication",Submitted,18717.0,2-4 Weeks,False,False,1,Michelle Hernandez,,Beginner (0-2 years),3.0-3.4
APP_0017B,Matthew,Miller,mmiller@email.com,(202) 489-5891,Online University,Economics,3.08,2025.0,,Data Science Intern,10.0,"Communication, Tableau, Project Management, SQL, PowerPoint, Python, Java, Excel",Accepted,28139.0,1 Month,False,False,0,Matthew Miller,,Experienced (5+ years),3.0-3.4
APP_0018B,James,Martinez,martinez.james@email.com,(432) 964-2480,Tech Institute,Computer_Science,3.34,2026.0,,Business Analyst Intern,1.0,"SQL, Communication, Java",Accepted,30245.0,Flexible,False,True,3,James Martinez,,Beginner (0-2 years),3.0-3.4
APP_0019B,Michelle,Lopez,lopez.michelle@email.com,(208) 779-1803,Community College,Data Science,3.06,2024.0,,Business Analyst Intern,0.0,"Python, Data Analysis, R, SQL, Java, Machine Learning, Tableau, JavaScript",Pending,30789.0,Flexible,True,False,0,Michelle Lopez,,No Experience,3.0-3.4
APP0020A,Robert,Wilson,robert15@email.com,(798) 590-7086,International University,Computer Science,3.68,2026.0,,Data Science Intern,1.0,"Project Management, Machine Learning, Tableau, SQL, Data Analysis, R",Accepted,18255.0,Immediate,False,True,0,Robert Wilson,,Beginner (0-2 years),3.5-4.0
APP_0021B,Christopher,Johnson,christopher.johnson@email.com,(328) 778-4362,International University,Computer Science,2.89,2025.0,,Data Science Intern,1.0,"Machine Learning, Java, Project Management, PowerPoint, Communication, Tableau, SQL",Rejected,30695.0,Immediate,False,True,3,Christopher Johnson,,Beginner (0-2 years),2.0-2.9
APP-0022,Michael,Anderson,michael282@email.com,(640) 662-4743,Tech Institute,Marketing,3.24,2025.0,,Ux Design Intern,0.0,"SQL, Machine Learning, Python, Project Management, R, PowerPoint",Pending,21971.0,1 Month,False,False,0,Michael Anderson,,No Experience,3.0-3.4
APP_0023B,Sarah,Gonzalez,sarah.gonzalez@email.com,(910) 473-1474,Private College,Marketing,2.48,2022.0,2024-05-25,Data Science Intern,10.0,"PowerPoint, Project Management, Tableau, Communication, Machine Learning",Accepted,34638.0,Immediate,False,True,1,Sarah Gonzalez,507.0,Experienced (5+ years),2.0-2.9
APP0024B,Amanda,Garcia,garcia.amanda@email.com,(279) 520-8033,State University,Communications,3.21,2023.0,,Ux Design Intern,1.0,"Tableau, Excel",Rejected,36149.0,1 Month,True,False,2,Amanda Garcia,,Beginner (0-2 years),3.0-3.4
APP0025A,David,Gonzalez,gonzalez.david@email.com,+1 (650) 269-8682,Public University,Marketing,3.46,2025.0,,Data Science Intern,0.0,"Data Analysis, Project Management, JavaScript, R, PowerPoint, Excel, Java, Python",Rejected,28139.0,2-4 Weeks,True,True,4,David Gonzalez,,No Experience,3.0-3.4
APP0026B,Elizabeth,Anderson,elizabeth.anderson@email.com,+1 (490) 458-3463,Liberal Arts College,Marketing,4.0,2026.0,,Software Developer Intern,0.0,"Project Management, Communication",Accepted,24692.0,2 Weeks,True,False,5,Elizabeth Anderson,,No Experience,3.5-4.0
APP-0027,James,Anderson,janderson@email.com,(654) 825-5668,Public University,Communications,3.78,2024.0,,Business Analyst Intern,5.0,"Data Analysis, SQL, Excel, Python",Pending,28139.0,1 Month,False,True,1,James Anderson,,Intermediate (2-5 years),3.5-4.0
APP_0028,Jessica,Wilson,wilson.jessica@email.com,+1 (931) 865-6493,Public University,Business_Administration,3.39,2022.0,,Research Assistant,3.0,"JavaScript, Excel, Java, Python, Communication",Submitted,24544.0,Immediate,True,True,1,Jessica Wilson,,Intermediate (2-5 years),3.0-3.4
APP-0029,Emily,Hernandez,emily.hernandez@email.com,+1 (565) 269-6649,Liberal Arts College,Economics,3.65,2024.0,2024-02-04,Marketing Intern,0.0,"Python, JavaScript, Communication, R",Accepted,36487.0,Immediate,True,False,2,Emily Hernandez,618.0,No Experience,3.5-4.0
APP_0030,Daniel,Anderson,anderson.daniel@email.com,+1 (758) 500-6262,Public University,Psychology,3.25,2024.0,,Ux Design Intern,0.0,"R, Machine Learning, SQL, Python, Data Analysis, Tableau, Excel",Under Review,180445.0,2-4 Weeks,True,False,0,Daniel Anderson,,No Experience,3.0-3.4
APP-0031A,Elizabeth,Miller,emiller@email.com,(775) 320-5288,Public University,Psychology,3.18,2024.0,,Data Science Intern,0.0,"R, Machine Learning, JavaScript",Under Review,17825.0,2 Weeks,False,False,5,Elizabeth Miller,,No Experience,3.0-3.4
APP_0032,Michelle,Wilson,wilson.michelle@email.com,(986) 332-8088,International University,Mathematics,3.61,2025.0,,Data Science Intern,0.0,"SQL, Project Management, Data Analysis",Pending,35938.0,Immediate,False,True,2,Michelle Wilson,,No Experience,3.5-4.0
APP-0033B,Laura,Brown,laura.brown@email.com,(675) 408-6573,Community College,Biology,3.08,2024.0,,Research Assistant,0.0,"JavaScript, SQL, PowerPoint, Machine Learning, Data Analysis, Communication",Accepted,34579.0,2-4 Weeks,True,True,0,Laura Brown,,No Experience,3.0-3.4
APP_0034A,Matthew,Lopez,mlopez@email.com,+1 (838) 896-2946,Liberal Arts College,Mathematics,2.85,2024.0,,Marketing Intern,2.0,"R, Data Analysis, Communication",Rejected,15545.0,Immediate,False,True,3,Matthew Lopez,,Beginner (0-2 years),2.0-2.9
APP_0034A,Matthew,Lopez,mlopez2@email.com,+1 (838) 896-2946,Liberal Arts College,Mathematics,2.85,2024.0,,Marketing Intern,2.0,"R, Data Analysis, Communication",Rejected,15545.0,Immediate,False,True,3,Matthew Lopez,,Beginner (0-2 years),2.0-2.9
APP-0036,James,Davis,james281@email.com,(554) 652-5201,International University,Communications,3.53,2026.0,,Research Assistant,1.0,"PROJECT MANAGEMENT, SQL",Accepted,16938.0,2 Weeks,False,True,5,James Davis,,Beginner (0-2 years),3.5-4.0
APP-0037,Emily,Miller,miller.emily@email.com,(856) 756-9590,International University,Engineering,3.66,2023.0,,Software Developer Intern,2.0,"SQL, Data Analysis, Tableau, Project Management",Accepted,28139.0,Immediate,False,False,2,Emily Miller,,Beginner (0-2 years),3.5-4.0
APP_0038B,John,Jones,jones.john@email.com,(906) 320-5833,Public University,Data Science,3.22,2025.0,2024-06-23,Business Analyst Intern,0.0,"Python, Machine Learning",Accepted,29597.0,Immediate,False,True,3,John Jones,478.0,No Experience,3.0-3.4
APP_0039,Daniel,Hernandez,daniel.hernandez@email.com,(917) 265-9866,Private College,Economics,3.05,2023.0,,Research Assistant,2.0,"Java, SQL, Machine Learning, Tableau, Project Management, R",Rejected,30093.0,Immediate,True,False,5,Daniel Hernandez,,Beginner (0-2 years),3.0-3.4
APP0040,Michelle,Martinez,michelle.martinez@email.com,(450) 958-1724,Online University,Psychology,2.7,2025.0,,Research Assistant,0.0,Project Management; Communication; Tableau,Under Review,21025.0,Unknown,False,False,1,Michelle Martinez,,No Experience,2.0-2.9
APP_0041A,Daniel,Anderson,danderson@email.com,(538) 862-2295,Community College,Psychology,3.74,2024.0,,Business Analyst Intern,0.0,"JavaScript, Data Analysis, Communication, Tableau, Project Management, Excel, SQL, R",Accepted,25493.0,3 Months,True,False,0,Daniel Anderson,,No Experience,3.5-4.0
APP-0042A,David,Smith,david428@email.com,(940) 857-9037,Public University,Computer Science,3.77,2025.0,2024-01-20,Research Assistant,1.0,"Python, JavaScript, Machine Learning",Submitted,28139.0,Unknown,True,True,4,David Smith,633.0,Beginner (0-2 years),3.5-4.0
APP-0043B,Amanda,Smith,asmith@email.com,(280) 582-7652,Tech Institute,Computer Science,2.94,2022.0,,Business Analyst Intern,0.0,"Java, PowerPoint, Tableau",Accepted,30581.0,Flexible,True,False,2,Amanda Smith,,No Experience,2.0-2.9
APP-0044,Emily,Anderson,anderson.emily@email.com,+1 (593) 973-3292,Private College,Communications,3.31,2024.0,,Ux Design Intern,3.0,"PowerPoint, JavaScript, R, Machine Learning, Tableau, Project Management, Java, Excel",Pending,39237.0,Immediate,True,True,0,Emily Anderson,,Intermediate (2-5 years),3.0-3.4
APP0045B,Daniel,Garcia,garcia.daniel@email.com,(594) 212-5781,Community College,Biology,2.88,2024.0,,Software Developer Intern,1.0,"PowerPoint, Java, R, Excel, JavaScript",Under Review,25798.0,2-4 Weeks,False,False,5,Daniel Garcia,,Beginner (0-2 years),2.0-2.9
APP-0046A,Amanda,Garcia,garcia.amanda@email.com,(789) 448-6339,Public University,Marketing,3.27,2022.0,,Business Analyst Intern,2.0,"COMMUNICATION, TABLEAU, PROJECT MANAGEMENT",Under Review,32593.0,2 Weeks,False,False,5,Amanda Garcia,,Beginner (0-2 years),3.0-3.4
APP_0047A,Jane,Martinez,jane771@email.com,(656) 583-7408,Online University,Marketing,3.9,2022.0,2024-01-22,Data Science Intern,1.0,"Machine Learning, PowerPoint, R, Project Management",Under Review,28139.0,Immediate,False,False,1,Jane Martinez,631.0,Beginner (0-2 years),3.5-4.0
APP-0048A,Emily,Rodriguez,rodriguez.emily@email.com,(229) 955-4232,Tech Institute,Psychology,3.44,2026.0,2024-04-27,Business Analyst Intern,1.0,"Data Analysis, Tableau, Communication, Java, R, SQL, JavaScript",Rejected,27232.0,1 Month,False,False,4,Emily Rodriguez,535.0,Beginner (0-2 years),3.0-3.4
APP0049,Michelle,Williams,mwilliams@email.com,(339) 399-7290,Public University,Computer Science,3.14,2024.0,,Software Developer Intern,0.0,"Machine Learning, Communication, Java, Data Analysis, Excel, Tableau, PowerPoint, SQL",Under Review,16056.0,2-4 Weeks,True,False,0,Michelle Williams,,No Experience,3.0-3.4
APP_0050,Jessica,Brown,brown.jessica@email.com,+1 (487) 811-9827,Tech Institute,Biology,3.28,2025.0,,Ux Design Intern,0.0,"Project Management, Tableau, PowerPoint, SQL",Under Review,27093.0,2-4 Weeks,True,True,0,Jessica Brown,,No Experience,3.0-3.4
APP-0051,Daniel,Hernandez,hernandez.daniel@email.com,(416) 706-5399,Public University,Engineering,3.31,2022.0,,Research Assistant,1.0,"Excel, Java, R",Accepted,21993.0,2-4 Weeks,False,True,1,Daniel Hernandez,,Beginner (0-2 years),3.0-3.4
APP-0052,John,Smith,jsmith@email.com,(305) 520-7022,State University,Psychology,3.31,2024.0,,Software Developer Intern,0.0,"SQL, Java",Under Review,24336.0,Immediate,False,True,4,John Smith,,No Experience,3.0-3.4
APP-0053A,Robert,Jones,jones.robert@email.com,(740) 212-6916,State University,Data_Science,3.66,2023.0,,Business Analyst Intern,0.0,"Java, Project Management, Machine Learning, Data Analysis, SQL, PowerPoint, Python",Under Review,22819.0,Immediate,True,False,0,Robert Jones,,No Experience,3.5-4.0
APP_0054,Amanda,Hernandez,ahernandez@email.com,+1 (580) 329-5403,Tech Institute,Computer Science,3.31,2023.0,,Marketing Intern,0.0,"JAVASCRIPT, MACHINE LEARNING, ",Rejected,38397.0,Immediate,True,False,3,Amanda Hernandez,,No Experience,3.0-3.4
APP-0055B,Matthew,Wilson,matthew.wilson@email.com,+1 (535) 288-8483,Public University,Data Science,2.98,2026.0,,Research Assistant,0.0,"Project Management, Python, R, Communication, Tableau, PowerPoint",Submitted,16438.0,3 Months,False,False,2,Matthew Wilson,,No Experience,2.0-2.9
APP_0056,Sarah,Rodriguez,sarah.rodriguez@email.com,(522) 602-6345,Liberal Arts College,Business Administration,3.6,2026.0,,Data Science Intern,0.0,"Communication, Data Analysis, Python, JavaScript, R",Pending,29817.0,Unknown,False,True,3,Sarah Rodriguez,,No Experience,3.5-4.0
APP0057A,Sarah,Smith,smith.sarah@email.com,(860) 286-5240,Public University,Biology,3.31,2026.0,,Marketing Intern,0.0,Excel; Communication; PowerPoint,Rejected,28737.0,3 Months,False,False,4,Sarah Smith,,No Experience,3.0-3.4
APP0058,Elizabeth,Davis,elizabeth515@email.com,(230) 997-5602,State University,Communications,3.5,2026.0,,Research Assistant,3.0,"Communication, R, Data Analysis, Python, Project Management, Excel",Rejected,22169.0,Immediate,False,True,2,Elizabeth Davis,,Intermediate (2-5 years),3.5-4.0
APP-0059A,David,Garcia,david.garcia@email.com,+1 (582) 921-7481,Private College,Psychology,3.76,2022.0,,Ux Design Intern,2.0,"SQL, Communication, Python, Tableau, Data Analysis",Accepted,25469.0,1 Month,False,False,5,David Garcia,,Beginner (0-2 years),3.5-4.0
APP-0060B,Daniel,Smith,daniel.smith@email.com,(370) 623-9078,International University,Business Administration,3.85,2024.0,,Software Developer Intern,3.0,"Data Analysis, Communication, PowerPoint, Python, Tableau, R",Under Review,23692.0,Flexible,False,True,0,Daniel Smith,,Intermediate (2-5 years),3.5-4.0
APP_0061,David,Smith,smith.david@email.com,(374) 853-5781,Private College,Marketing,3.37,2025.0,,Business Analyst Intern,0.0,"Java, Project Management",Under Review,30559.0,3 Months,True,True,3,David Smith,,No Experience,3.0-3.4
APP-0062,David,Johnson,djohnson@email.com,(944) 268-2425,Public University,Communications,3.2,2026.0,2024-04-17,Research Assistant,0.0,"Java, Data Analysis",Accepted,28204.0,1 Month,True,False,5,David Johnson,545.0,No Experience,3.0-3.4
APP_0063,Robert,Anderson,robert487@email.com,+1 (433) 337-5923,Public University,Economics,3.15,2022.0,2024-04-05,Data Science Intern,2.0,"Machine Learning, Data Analysis, Python",Under Review,31551.0,Immediate,False,True,1,Robert Anderson,557.0,Beginner (0-2 years),3.0-3.4
APP_0064,Daniel,Williams,dwilliams@email.com,(228) 595-1813,Liberal Arts College,Computer Science,1.6,2025.0,,Ux Design Intern,2.0,Various technical skills,Under Review,37426.0,2 Weeks,True,True,2,Daniel Williams,,Beginner (0-2 years),Below 2.0
APP-0065B,Matthew,Jones,mjones@email.com,(502) 465-7857,Community College,Mathematics,3.89,2024.0,,Software Developer Intern,0.0,"Excel, Java, PowerPoint",Under Review,25062.0,Immediate,True,True,4,Matthew Jones,,No Experience,3.5-4.0
APP_0066,Sarah,Davis,sarah.davis@email.com,(405) 550-7704,Tech Institute,Engineering,2.24,2026.0,2024-01-15,Research Assistant,0.0,"PowerPoint, Java, SQL",Rejected,28139.0,Immediate,False,True,5,Sarah Davis,638.0,No Experience,2.0-2.9
APP0067A,Jessica,Lopez,jessica516@email.com,(945) 732-9587,State University,Engineering,3.44,2024.0,,Research Assistant,0.0,Machine Learning; Data Analysis; Python; Project Management; Java,Pending,35654.0,Immediate,False,False,0,Jessica Lopez,,No Experience,3.0-3.4
APP-0068B,David,Miller,david121@email.com,(502) 364-1645,Community College,Business Administration,3.48,2022.0,,Data Science Intern,0.0,"Excel, Project Management",Submitted,28959.0,2 Weeks,True,True,1,David Miller,,No Experience,3.0-3.4
APP-0068B,David,Miller,david1218@email.com,(502) 364-1645,Community College,Business Administration,3.48,2022.0,,Data Science Intern,0.0,"Excel, Project Management",Submitted,28959.0,2 Weeks,True,True,1,David Miller,,No Experience,3.0-3.4
APP-0070,Michelle,Hernandez,hernandez.michelle@email.com,+1 (680) 707-3709,Community College,Data Science,4.0,2024.0,,Business Analyst Intern,0.0,Java,Pending,29949.0,Immediate,True,False,1,Michelle Hernandez,,No Experience,3.5-4.0
APP_0071B,Laura,Lopez,llopez@email.com,(848) 498-9973,Private College,Data Science,3.37,2026.0,,Business Analyst Intern,5.0,"PowerPoint, Project Management, Data Analysis, Machine Learning, SQL, JavaScript, Python, Excel",Rejected,18393.0,Immediate,True,True,4,Laura Lopez,,Intermediate (2-5 years),3.0-3.4
APP_0072,Jessica,Jones,jjones@email.com,+1 (928) 954-4560,Liberal Arts College,Psychology,2.53,2022.0,,Software Developer Intern,0.0,Tableau; Python; Machine Learning; Java; Project Management,Pending,21684.0,Unknown,True,False,3,Jessica Jones,,No Experience,2.0-2.9
APP0073A,Robert,Brown,robert.brown@email.com,(213) 961-5117,Liberal Arts College,Engineering,3.29,2026.0,,Business Analyst Intern,0.0,"Python, R, PowerPoint, SQL, Communication",Pending,38189.0,Immediate,False,False,4,Robert Brown,,No Experience,3.0-3.4
APP0074A,Michelle,Rodriguez,michelle219@email.com,(970) 833-9691,Tech Institute,Marketing,3.32,2022.0,,Data Science Intern,0.0,Various technical skills,Accepted,32621.0,Immediate,False,False,1,Michelle Rodriguez,,No Experience,3.0-3.4
APP0075,James,Smith,james.smith@email.com,(464) 617-7357,State University,Mathematics,4.0,2022.0,,Business Analyst Intern,0.0,PowerPoint,Rejected,38898.0,Immediate,True,False,4,James Smith,,No Experience,3.5-4.0
APP0076,Jane,Smith,jane88@email.com,(622) 861-9397,State University,Mathematics,3.22,2022.0,2024-05-20,Marketing Intern,0.0,"R, Communication, SQL, JavaScript, Java, Data Analysis, Excel, Python",Rejected,29034.0,1 Month,True,False,1,Jane Smith,512.0,No Experience,3.0-3.4
APP0076,Jane,Smith,jane889@email.com,(622) 861-9397,State University,Mathematics,3.22,2022.0,2024-05-20,Marketing Intern,0.0,"R, Communication, SQL, JavaScript, Java, Data Analysis, Excel, Python",Rejected,29034.0,1 Month,True,False,1,Jane Smith,512.0,No Experience,3.0-3.4
APP_0078A,Michael,Jones,michael930@email.com,(792) 757-3848,Tech Institute,Data Science,3.76,2025.0,,Marketing Intern,0.0,"POWERPOINT, SQL, JAVASCRIPT",Under Review,18713.0,2-4 Weeks,False,False,4,Michael Jones,,No Experience,3.5-4.0
APP0079,John,Brown,john.brown@email.com,(287) 421-8359,Liberal Arts College,Engineering,3.6,2026.0,,Business Analyst Intern,1.0,"JavaScript, Tableau",Rejected,34654.0,Immediate,True,False,0,John Brown,,Beginner (0-2 years),3.5-4.0
APP0080,David,Anderson,anderson.david@email.com,(803) 959-2600,Tech Institute,Biology,3.86,2026.0,2024-01-02,Business Analyst Intern,0.0,"Communication, R, Tableau, Project Management",Under Review,21674.0,Immediate,True,False,1,David Anderson,651.0,No Experience,3.5-4.0
APP_0081,Matthew,Jones,matthew.jones@email.com,(916) 365-2642,Tech Institute,Business Administration,2.74,2023.0,,Software Developer Intern,1.0,"PROJECT MANAGEMENT, POWERPOINT, COMMUNICATION",Rejected,16181.0,Immediate,False,True,1,Matthew Jones,,Beginner (0-2 years),2.0-2.9
APP-0083B,Michael,Rodriguez,michael916@email.com,(440) 953-4965,Public University,Mathematics,3.33,2022.0,,Research Assistant,0.0,"PowerPoint, SQL, Machine Learning, Excel, Tableau",Submitted,20727.0,2-4 Weeks,False,True,3,Michael Rodriguez,,No Experience,3.0-3.4
APP_0084,John,Hernandez,john628@email.com,+1 (634) 415-7866,Liberal Arts College,Business Administration,3.98,2025.0,,Business Analyst Intern,0.0,"Python, SQL, Tableau, PowerPoint, Project Management, Data Analysis, R, Excel",Under Review,30615.0,2 Weeks,False,True,2,John Hernandez,,No Experience,3.5-4.0
APP_0085B,Matthew,Garcia,mgarcia@email.com,(280) 590-5694,Online University,Biology,3.65,2023.0,2024-01-19,Research Assistant,1.0,"Data Analysis, Project Management, Tableau, Excel, PowerPoint",Rejected,23245.0,2 Weeks,False,False,0,Matthew Garcia,634.0,Beginner (0-2 years),3.5-4.0
APP_0087B,John,Gonzalez,john8@email.com,+1 (587) 425-5308,Private College,Engineering,2.88,2024.0,,Marketing Intern,1.0,SQL,Accepted,31173.0,3 Months,False,True,3,John Gonzalez,,Beginner (0-2 years),2.0-2.9
APP_0088,Jane,Garcia,garcia.jane@email.com,(212) 324-5078,Community College,Marketing,3.49,2026.0,2024-02-10,Business Analyst Intern,0.0,"JavaScript, R, Python, Communication, Java, ",Accepted,28139.0,Immediate,False,False,5,Jane Garcia,612.0,No Experience,3.0-3.4
APP-0089A,Elizabeth,Gonzalez,elizabeth634@email.com,+1 (918) 749-2759,Public University,Biology,2.99,2025.0,,Data Science Intern,3.0,"JavaScript, Data Analysis, SQL, Machine Learning, R, Project Management, PowerPoint, Communication",Accepted,15023.0,Unknown,False,False,0,Elizabeth Gonzalez,,Intermediate (2-5 years),2.0-2.9
APP-0090B,Jessica,Garcia,jgarcia@email.com,(530) 619-6276,Community College,Biology,0.59,2022.0,,Research Assistant,10.0,"Project Management, PowerPoint, Java, Communication",Submitted,17306.0,Flexible,False,True,0,Jessica Garcia,,Experienced (5+ years),Below 2.0
APP0091A,Robert,Brown,rbrown@email.com,+1 (306) 370-3955,Online University,Psychology,3.17,2026.0,,Marketing Intern,3.0,"Machine Learning, Excel, R, PowerPoint, Communication, JavaScript, Python",Accepted,37600.0,Flexible,True,True,4,Robert Brown,,Intermediate (2-5 years),3.0-3.4
APP-0092A,Sarah,Smith,ssmith@email.com,+1 (940) 532-8905,Private College,Psychology,3.31,2025.0,,Business Analyst Intern,0.0,Project Management,Under Review,38972.0,Immediate,True,True,4,Sarah Smith,,No Experience,3.0-3.4
APP0093A,Michelle,Jones,michelle.jones@email.com,(772) 402-8993,Community College,Biology,3.72,2022.0,2024-05-27,Data Science Intern,1.0,"Data Analysis, Project Management, Python, Excel, SQL, PowerPoint",Accepted,17811.0,2 Weeks,False,True,1,Michelle Jones,505.0,Beginner (0-2 years),3.5-4.0
APP_0094,James,Lopez,jlopez@email.com,(759) 735-5237,International University,Computer Science,3.51,2024.0,,Software Developer Intern,1.0,"Project Management, Tableau, JavaScript, Communication, Java",Accepted,32347.0,Flexible,False,False,5,James Lopez,,Beginner (0-2 years),3.5-4.0
APP0095,Elizabeth,Hernandez,elizabeth514@email.com,(430) 355-6599,International University,Mathematics,3.17,2024.0,,Data Science Intern,3.0,"Tableau, SQL, Data Analysis",Rejected,28567.0,Immediate,False,False,5,Elizabeth Hernandez,,Intermediate (2-5 years),3.0-3.4
APP-0096B,David,Gonzalez,david627@email.com,+1 (281) 904-8808,Liberal Arts College,Computer Science,3.22,2025.0,,Ux Design Intern,3.0,"Data Analysis, PowerPoint, R, Project Management, JavaScript, Machine Learning, Tableau, Python",Rejected,32060.0,2 Weeks,False,False,0,David Gonzalez,,Intermediate (2-5 years),3.0-3.4
APP0097,Jane,Rodriguez,jane195@email.com,(992) 492-8558,Liberal Arts College,Computer Science,2.72,2024.0,,Research Assistant,0.0,"Communication, Java, Project Management",Rejected,16438.0,1 Month,True,False,5,Jane Rodriguez,,No Experience,2.0-2.9
APP0098A,David,Williams,williams.david@email.com,(710) 756-1094,Private College,Computer Science,3.78,2023.0,,Business Analyst Intern,10.0,"Project Management, ",Under Review,28139.0,Immediate,False,False,2,David Williams,,Experienced (5+ years),3.5-4.0
APP-0099A,Daniel,Lopez,daniel307@email.com,(911) 481-6393,Tech Institute,Mathematics,3.51,2025.0,,Software Developer Intern,3.0,"SQL, Data Analysis, Project Management, PowerPoint, Machine Learning, JavaScript",Submitted,21793.0,Immediate,True,True,2,Daniel Lopez,,Intermediate (2-5 years),3.5-4.0
APP-0100A,John,Hernandez,john316@email.com,(546) 888-8849,Public University,Psychology,3.42,2026.0,2024-04-15,Data Science Intern,2.0,JavaScript,Pending,32507.0,1 Month,True,False,1,John Hernandez,547.0,Beginner (0-2 years),3.0-3.4
APP-0101,Amanda,Lopez,lopez.amanda@email.com,(509) 421-9603,Online University,Mathematics,3.03,2022.0,,Data Science Intern,0.0,"JavaScript, Python, PowerPoint",Under Review,36593.0,Flexible,True,False,2,Amanda Lopez,,No Experience,3.0-3.4
APP-0102A,James,Brown,james.brown@email.com,(304) 411-9888,Public University,Computer Science,3.39,2023.0,2024-01-14,Data Science Intern,3.0,"DATA ANALYSIS, R, EXCEL, PROJECT MANAGEMENT, JAVASCRIPT, MACHINE LEARNING, TABLEAU, COMMUNICATION",Accepted,30250.0,2-4 Weeks,False,False,4,James Brown,639.0,Intermediate (2-5 years),3.0-3.4
