applicant_id,first_name,last_name,email,phone,university,gpa,country,timezone,application_date,submission_time,submission_duration_min,position_applied,years_experience,technical_skills_count,soft_skills_count,resume_file_size_kb,device_type,ip_address,referral_source,email_domain,is_fraudulent,fraud_type,application_datetime,email_username_length,has_suspicious_domain,name_length_ratio,suspicious_ip,submission_speed,application_hour,is_night_hour
APP_001684,Chris,Smith,chris.smith696@yahoo.com,+1-276-692-1560,State University,3.24,USA,PST,2024-05-31,11:00:00,41,Business Analyst Intern,1,4,4,255,Windows Chrome,192.168.64.247,Job Portal,yahoo.com,False,,2024-05-31 11:00:00,14,0,0.5,0,10.25,11,0
APP_001436,Lisa,Miller,lisa.miller379@yahoo.com,+1-652-996-5436,Community College,3.21,UK,GMT,2024-05-28,14:00:00,40,Research Assistant,1,4,4,169,Windows Firefox,192.168.225.87,LinkedIn,yahoo.com,False,,2024-05-28 14:00:00,14,0,0.5,0,10.0,14,0
APP_000320,Lisa,Brown,lisa.brown817@gmail.com,+1-623-960-1917,International University,3.01,China,GMT,2024-02-09,16:00:00,88,Marketing Intern,0,4,4,324,Windows Firefox,192.168.119.5,LinkedIn,gmail.com,False,,2024-02-09 16:00:00,13,0,0.45,0,22.0,16,0
APP_000803,Mike,Johnson,mike.johnson426@gmail.com,+1-487-906-5086,State University,3.26,Brazil,PST,2024-05-23,17:00:00,100,Software Developer Intern,0,5,2,436,Mobile iOS,192.168.180.11,LinkedIn,gmail.com,False,,2024-05-23 17:00:00,15,0,0.55,0,20.0,17,0
APP_FRAUD_0226,Admin,Example,admin638@invalid.com,+220-308-481-8924,No University,2.27,UK,UTC,2024-03-27,11:00:00,8,Business Analyst Intern,8,6,7,10,Windows Chrome,192.168.206.48,Unknown,invalid.com,True,inconsistent_data,2024-03-27 11:00:00,8,0,0.6,0,1.3333333333333333,11,0
APP_FRAUD_0020,Pqfars,Czoqihtd,749275@fake.com,+149-444-258-8411,Tech Institute,3.88,China,,2024-06-26,00:01:00,3,Research Assistant,8,6,5,31,Automated Script,10.0.26.1,Direct,fake.com,True,rapid_fire,2024-06-26 00:01:00,6,1,0.7,1,0.5,0,1
APP_FRAUD_0045,Maria,Smith,maria.smith@synthetic-mail.com,+911-270-898-8888,Online University,3.89,Germany,UTC,2024-03-26,10:00:00,7,Business Analyst Intern,8,6,6,55,Windows Chrome,192.168.153.173,,synthetic-mail.com,True,synthetic_identity,2024-03-26 10:00:00,11,1,0.5,0,1.1666666666666667,10,0
APP_001660,John,Smith,john.smith114@yahoo.com,+1-201-720-8891,Community College,3.74,Australia,PST,2024-05-18,12:00:00,69,Marketing Intern,3,5,3,73,Windows Chrome,192.168.51.188,University,yahoo.com,False,,2024-05-18 12:00:00,13,0,0.45,0,13.8,12,0
APP_001111,Sarah,Johnson,sarah.johnson267@yahoo.com,+1-884-741-9183,Community College,3.29,USA,CET,2024-03-02,10:00:00,30,Data Science Intern,0,4,4,186,Windows Firefox,192.168.218.95,Job Portal,yahoo.com,False,,2024-03-02 10:00:00,16,0,0.6,0,7.5,10,0
APP_001068,Mike,Smith,mike.smith966@gmail.com,+1-215-509-2288,International University,3.29,China,GMT,2024-06-28,14:00:00,78,Data Science Intern,0,4,2,87,Mac Safari,192.168.98.201,Job Portal,gmail.com,False,,2024-06-28 14:00:00,13,0,0.45,0,19.5,14,0
APP_000301,Jane,Brown,jane.brown677@hotmail.com,+1-589-720-2631,Liberal Arts College,3.63,Germany,EST,2024-01-05,13:00:00,103,Research Assistant,0,2,2,151,Mobile iOS,192.168.60.129,Job Portal,hotmail.com,False,,2024-01-05 13:00:00,13,0,0.45,0,51.5,13,0
APP_FRAUD_0286,Mike,Smithsen,mike.smith7225@gmail.com,+755-909-567-4659,Online University,3.66,India,Unknown,2024-03-28,23:00:00,10,Business Analyst Intern,5,10,5,73,Automated Script,10.0.105.1,,gmail.com,True,duplicate_submission,2024-03-28 23:00:00,14,0,0.6,1,1.0,23,0
APP_001019,Lisa,Brown,lisa.brown721@outlook.com,+1-403-887-4282,International University,3.52,Canada,GMT,2024-01-08,12:00:00,35,Research Assistant,0,3,3,180,Windows Chrome,192.168.86.215,Job Portal,outlook.com,False,,2024-01-08 12:00:00,13,0,0.45,0,11.666666666666666,12,0
APP_000119,David,Johnson,david.johnson829@gmail.com,+1-954-545-5833,International University,2.79,Germany,PST,2024-04-27,13:00:00,111,Software Developer Intern,1,3,4,488,Mac Safari,192.168.4.164,Job Portal,gmail.com,False,,2024-04-27 13:00:00,16,0,0.6,0,37.0,13,0
APP_000825,Jane,Williams,jane.williams467@hotmail.com,+1-331-530-1277,State University,3.76,UK,CET,2024-06-04,16:00:00,56,Data Science Intern,4,4,4,294,Mac Safari,192.168.151.95,LinkedIn,hotmail.com,False,,2024-06-04 16:00:00,16,0,0.6,0,14.0,16,0
APP_001312,Emily,Johnson,emily.johnson513@hotmail.com,+1-485-440-6263,International University,3.43,Germany,GMT,2024-03-09,11:00:00,31,Business Analyst Intern,2,2,2,347,Mobile iOS,192.168.186.200,LinkedIn,hotmail.com,False,,2024-03-09 11:00:00,16,0,0.6,0,15.5,11,0
APP_001462,Lisa,Jones,lisa.jones42@company.com,+1-274-224-5916,State University,3.34,Australia,IST,2024-03-02,09:00:00,36,Business Analyst Intern,1,4,4,218,Windows Chrome,192.168.218.63,Company Website,company.com,False,,2024-03-02 09:00:00,12,0,0.45,0,9.0,9,0
APP_FRAUD_0011,David,Millerovich,david.miller6709@yahoo.com,+899-179-413-4110,Community College,3.81,Australia,Unknown,2024-05-08,11:00:00,8,Research Assistant,8,6,5,85,Automated Script,10.0.153.1,Direct,yahoo.com,True,duplicate_submission,2024-05-08 11:00:00,16,0,0.8,1,1.3333333333333333,11,0
APP_000804,Chris,Brown,chris.brown389@outlook.com,+1-220-703-6633,Liberal Arts College,3.44,China,EST,2024-05-30,14:00:00,76,Data Science Intern,3,4,2,140,Mac Safari,192.168.115.35,Company Website,outlook.com,False,,2024-05-30 14:00:00,14,0,0.5,0,19.0,14,0
APP_FRAUD_0012,Mike,Williamssen,mike.williams4402@gmail.com,+222-714-252-8955,Online University,3.78,Germany,,2024-04-16,23:00:00,3,Business Analyst Intern,5,10,5,78,Automated Script,10.0.218.1,,gmail.com,True,duplicate_submission,2024-04-16 23:00:00,17,0,0.75,1,0.3,23,0
APP_000358,Mike,Garcia,mike.garcia512@company.com,+1-441-396-2925,International University,3.39,India,CET,2024-03-18,14:00:00,73,Data Science Intern,2,4,4,309,Windows Chrome,192.168.143.57,Job Portal,company.com,False,,2024-03-18 14:00:00,14,0,0.5,0,18.25,14,0
APP_000839,Lisa,Miller,lisa.miller484@company.com,+1-952-854-6681,Community College,3.77,China,CST,2024-06-17,14:00:00,112,Software Developer Intern,3,5,3,289,Mac Safari,192.168.83.252,Company Website,company.com,False,,2024-06-17 14:00:00,14,0,0.5,0,22.4,14,0
APP_000851,Jane,Brown,jane.brown486@gmail.com,+1-469-880-6859,Community College,3.51,Canada,GMT,2024-05-22,15:00:00,28,Research Assistant,1,3,2,111,Windows Chrome,192.168.23.7,LinkedIn,gmail.com,False,,2024-05-22 15:00:00,13,0,0.45,0,9.333333333333334,15,0
APP_000799,Emily,Brown,emily.brown562@outlook.com,+1-311-755-8410,Liberal Arts College,3.59,Germany,CET,2024-03-19,12:00:00,70,Business Analyst Intern,3,5,2,152,Mac Safari,192.168.121.56,Company Website,outlook.com,False,,2024-03-19 12:00:00,14,0,0.5,0,14.0,12,0
APP_001108,David,Garcia,david.garcia620@outlook.com,+1-644-320-2449,Liberal Arts College,3.26,China,GMT,2024-02-18,11:00:00,41,Software Developer Intern,1,4,2,452,Mobile iOS,192.168.35.106,LinkedIn,outlook.com,False,,2024-02-18 11:00:00,15,0,0.55,0,10.25,11,0
APP_001371,Mike,Miller,mike.miller405@outlook.com,+1-684-442-3612,Tech Institute,3.52,Brazil,IST,2024-05-31,11:00:00,53,Business Analyst Intern,1,4,4,122,Mac Safari,192.168.113.12,LinkedIn,outlook.com,False,,2024-05-31 11:00:00,14,0,0.5,0,13.25,11,0
APP_FRAUD_0191,User,Example,user101@invalid.com,+699-190-585-1310,No University,3.25,India,,2024-02-09,08:00:00,4,Software Developer Intern,7,9,7,90,Unknown Browser,192.168.31.8,,invalid.com,True,inconsistent_data,2024-02-09 08:00:00,7,0,0.55,0,0.4444444444444444,8,0
APP_FRAUD_0283,Zhqrgs,Hdbjwuhk,168824@temp-mail.org,+345-475-441-8458,Tech Institute,3.77,Brazil,UTC,2024-06-10,00:02:00,1,Software Developer Intern,5,6,8,28,Automated Script,10.0.52.1,,temp-mail.org,True,rapid_fire,2024-06-10 00:02:00,6,1,0.7,1,0.16666666666666666,0,1
APP_001604,Chris,Brown,chris.brown688@outlook.com,+1-336-577-7621,Liberal Arts College,3.17,China,CET,2024-06-06,09:00:00,114,Business Analyst Intern,2,4,2,319,Windows Firefox,192.168.183.165,University,outlook.com,False,,2024-06-06 09:00:00,14,0,0.5,0,28.5,9,0
APP_000848,John,Jones,john.jones456@gmail.com,+1-799-320-9466,Community College,3.44,China,GMT,2024-03-11,15:00:00,88,Software Developer Intern,3,5,3,487,Windows Chrome,192.168.65.42,University,gmail.com,False,,2024-03-11 15:00:00,13,0,0.45,0,17.6,15,0
APP_000961,Sarah,Miller,sarah.miller542@hotmail.com,+1-754-352-4942,International University,2.81,Germany,EST,2024-03-05,12:00:00,119,Marketing Intern,2,4,4,70,Windows Firefox,192.168.103.219,University,hotmail.com,False,,2024-03-05 12:00:00,15,0,0.55,0,29.75,12,0
APP_001013,Chris,Johnson,chris.johnson134@yahoo.com,+1-362-900-1124,Tech Institute,2.49,Canada,IST,2024-06-15,10:00:00,63,Marketing Intern,1,2,2,80,Windows Firefox,192.168.67.32,University,yahoo.com,False,,2024-06-15 10:00:00,16,0,0.6,0,31.5,10,0
APP_000602,Sarah,Jones,sarah.jones22@hotmail.com,+1-612-237-9740,International University,3.44,USA,CET,2024-05-27,09:00:00,79,Data Science Intern,2,4,4,58,Windows Firefox,192.168.34.18,Job Portal,hotmail.com,False,,2024-05-27 09:00:00,13,0,0.5,0,19.75,9,0
APP_000391,David,Garcia,david.garcia862@outlook.com,+1-271-687-7020,Tech Institute,3.45,UK,IST,2024-04-14,13:00:00,74,Data Science Intern,0,5,4,103,Mac Safari,192.168.220.102,Job Portal,outlook.com,False,,2024-04-14 13:00:00,15,0,0.55,0,14.8,13,0
APP_000076,Mike,Miller,mike.miller262@hotmail.com,+1-332-589-9725,Online University,3.48,Germany,EST,2024-01-02,16:00:00,115,Software Developer Intern,1,4,2,253,Mobile iOS,192.168.45.221,University,hotmail.com,False,,2024-01-02 16:00:00,14,0,0.5,0,28.75,16,0
APP_FRAUD_0079,123Test,Example,123test503@invalid.com,+160-811-742-5211,Online Degree Mill,2.94,China,Unknown,2024-04-14,00:00:00,8,Marketing Intern,4,9,6,67,Windows Chrome,192.168.210.178,,invalid.com,True,inconsistent_data,2024-04-14 00:00:00,10,0,0.7,0,0.8888888888888888,0,1
APP_001213,Mike,Williams,mike.williams356@gmail.com,+1-337-720-4931,Community College,2.94,India,GMT,2024-03-15,12:00:00,70,Research Assistant,2,3,3,64,Windows Chrome,192.168.169.219,LinkedIn,gmail.com,False,,2024-03-15 12:00:00,16,0,0.6,0,23.333333333333332,12,0
APP_001196,John,Jones,john.jones873@gmail.com,+1-514-475-8726,Tech Institute,2.85,Germany,CST,2024-06-02,10:00:00,53,Marketing Intern,0,3,3,445,Mobile iOS,192.168.117.37,Company Website,gmail.com,False,,2024-06-02 10:00:00,13,0,0.45,0,17.666666666666668,10,0
APP_000834,Lisa,Brown,lisa.brown575@company.com,+1-200-231-1819,State University,3.1,Canada,CET,2024-03-04,10:00:00,98,Marketing Intern,0,2,3,277,Windows Chrome,192.168.227.98,LinkedIn,company.com,False,,2024-03-04 10:00:00,13,0,0.45,0,49.0,10,0
APP_000940,David,Garcia,david.garcia175@company.com,+1-629-974-3138,Liberal Arts College,2.89,Canada,GMT,2024-03-17,11:00:00,22,Business Analyst Intern,0,5,2,103,Mac Safari,192.168.226.80,Company Website,company.com,False,,2024-03-17 11:00:00,15,0,0.55,0,4.4,11,0
APP_001016,Jane,Brown,jane.brown409@hotmail.com,+1-213-729-2596,Online University,3.64,India,GMT,2024-02-11,15:00:00,86,Marketing Intern,0,5,2,125,Windows Chrome,192.168.140.152,University,hotmail.com,False,,2024-02-11 15:00:00,13,0,0.45,0,17.2,15,0
APP_001693,Jane,Williams,jane.williams549@hotmail.com,+1-489-815-3701,State University,3.73,Germany,EST,2024-01-20,15:00:00,47,Research Assistant,0,4,3,204,Mobile iOS,192.168.22.179,University,hotmail.com,False,,2024-01-20 15:00:00,16,0,0.6,0,11.75,15,0
APP_000260,Emily,Miller,emily.miller284@yahoo.com,+1-718-309-2185,International University,3.43,UK,GMT,2024-04-13,09:00:00,53,Marketing Intern,2,4,2,461,Mac Safari,192.168.105.132,Company Website,yahoo.com,False,,2024-04-13 09:00:00,15,0,0.55,0,13.25,9,0
APP_000668,Sarah,Garcia,sarah.garcia358@outlook.com,+1-845-601-6851,International University,3.44,China,CST,2024-02-29,13:00:00,105,Research Assistant,1,4,2,162,Mobile iOS,192.168.126.29,Company Website,outlook.com,False,,2024-02-29 13:00:00,15,0,0.55,0,26.25,13,0
APP_000708,David,Brown,david.brown346@hotmail.com,+1-217-657-6318,Liberal Arts College,3.21,USA,IST,2024-03-09,11:00:00,57,Data Science Intern,2,2,3,424,Windows Firefox,192.168.107.10,Job Portal,hotmail.com,False,,2024-03-09 11:00:00,14,0,0.5,0,28.5,11,0
APP_001328,Chris,Jones,chris.jones702@gmail.com,+1-215-770-1542,International University,3.2,Brazil,EST,2024-02-13,16:00:00,71,Software Developer Intern,2,2,2,369,Mobile iOS,192.168.34.31,Job Portal,gmail.com,False,,2024-02-13 16:00:00,14,0,0.5,0,35.5,16,0
APP_001626,Emily,Smith,emily.smith981@outlook.com,+1-426-329-7452,Community College,3.58,Australia,PST,2024-06-12,09:00:00,92,Data Science Intern,1,4,4,438,Windows Firefox,192.168.187.133,Job Portal,outlook.com,False,,2024-06-12 09:00:00,14,0,0.5,0,23.0,9,0
APP_000299,John,Johnson,john.johnson972@company.com,+1-660-682-1372,Liberal Arts College,3.32,China,CST,2024-01-04,14:00:00,108,Software Developer Intern,0,3,2,329,Windows Chrome,192.168.79.134,Company Website,company.com,False,,2024-01-04 14:00:00,15,0,0.55,0,36.0,14,0
APP_001097,Lisa,Garcia,lisa.garcia5@hotmail.com,+1-748-580-6444,International University,4.01,India,GMT,2024-01-28,10:00:00,84,Business Analyst Intern,0,2,4,351,Mobile iOS,192.168.55.226,Company Website,hotmail.com,False,,2024-01-28 10:00:00,12,0,0.5,0,42.0,10,0
APP_001044,David,Johnson,david.johnson15@hotmail.com,+1-750-229-8382,Liberal Arts College,3.25,Germany,GMT,2024-04-03,16:00:00,116,Marketing Intern,1,3,2,450,Mobile iOS,192.168.88.130,University,hotmail.com,False,,2024-04-03 16:00:00,15,0,0.6,0,38.666666666666664,16,0
APP_000679,John,Williams,john.williams707@yahoo.com,+1-672-925-8913,International University,3.24,Australia,IST,2024-05-07,14:00:00,103,Business Analyst Intern,1,2,2,267,Mac Safari,192.168.83.180,University,yahoo.com,False,,2024-05-07 14:00:00,16,0,0.6,0,51.5,14,0
APP_001505,Sarah,Smith,sarah.smith799@company.com,+1-344-933-5565,Tech Institute,3.72,USA,EST,2024-04-23,10:00:00,38,Software Developer Intern,1,4,4,198,Windows Chrome,192.168.13.126,LinkedIn,company.com,False,,2024-04-23 10:00:00,14,0,0.5,0,9.5,10,0
APP_000360,Lisa,Smith,lisa.smith107@gmail.com,+1-440-938-8287,International University,3.29,China,PST,2024-01-08,16:00:00,85,Business Analyst Intern,1,4,3,151,Windows Chrome,192.168.19.192,Company Website,gmail.com,False,,2024-01-08 16:00:00,13,0,0.45,0,21.25,16,0
APP_001530,Sarah,Williams,sarah.williams662@hotmail.com,+1-589-871-8030,International University,3.04,Canada,CST,2024-02-26,13:00:00,62,Business Analyst Intern,1,5,3,497,Windows Chrome,192.168.72.132,LinkedIn,hotmail.com,False,,2024-02-26 13:00:00,17,0,0.65,0,12.4,13,0
APP_001632,Emily,Miller,emily.miller657@outlook.com,+1-939-208-1816,International University,3.13,Canada,EST,2024-06-05,15:00:00,76,Software Developer Intern,2,4,4,308,Mobile iOS,192.168.61.210,LinkedIn,outlook.com,False,,2024-06-05 15:00:00,15,0,0.55,0,19.0,15,0
APP_000039,Lisa,Brown,lisa.brown812@gmail.com,+1-879-795-7046,Community College,3.43,India,CST,2024-02-26,15:00:00,108,Business Analyst Intern,1,4,3,431,Mac Safari,192.168.79.141,Company Website,gmail.com,False,,2024-02-26 15:00:00,13,0,0.45,0,27.0,15,0
APP_FRAUD_0089,Maria,Smith,maria.smith@synthetic-mail.com,+786-190-927-8500,Community College,3.81,India,,2024-06-22,12:00:00,2,Data Science Intern,7,8,7,88,Unknown Browser,192.168.215.136,,synthetic-mail.com,True,synthetic_identity,2024-06-22 12:00:00,11,1,0.5,0,0.25,12,0
APP_000338,Lisa,Jones,lisa.jones81@company.com,+1-254-551-9765,State University,2.98,India,PST,2024-04-30,10:00:00,107,Research Assistant,0,5,4,290,Windows Firefox,192.168.157.147,Company Website,company.com,False,,2024-04-30 10:00:00,12,0,0.45,0,21.4,10,0
APP_001150,Mike,Jones,mike.jones882@hotmail.com,+1-878-698-8178,Liberal Arts College,3.6,Brazil,IST,2024-01-13,11:00:00,103,Data Science Intern,0,5,3,146,Windows Chrome,192.168.166.255,University,hotmail.com,False,,2024-01-13 11:00:00,13,0,0.45,0,20.6,11,0
APP_001264,David,Brown,david.brown683@outlook.com,+1-906-321-5028,International University,3.53,USA,GMT,2024-04-23,14:00:00,28,Marketing Intern,2,3,2,214,Mobile iOS,192.168.159.15,University,outlook.com,False,,2024-04-23 14:00:00,14,0,0.5,0,9.333333333333334,14,0
APP_001131,Jane,Miller,jane.miller179@gmail.com,+1-984-889-6606,Liberal Arts College,3.53,Germany,EST,2024-04-19,13:00:00,29,Research Assistant,1,4,2,341,Windows Chrome,192.168.145.239,University,gmail.com,False,,2024-04-19 13:00:00,14,0,0.5,0,7.25,13,0
APP_001692,Mike,Smith,mike.smith123@company.com,+1-352-778-8372,State University,3.46,China,IST,2024-03-31,11:00:00,50,Marketing Intern,2,3,3,349,Mac Safari,192.168.181.88,LinkedIn,company.com,False,,2024-03-31 11:00:00,13,0,0.45,0,16.666666666666668,11,0
APP_001573,Chris,Johnson,chris.johnson795@gmail.com,+1-836-247-8022,Online University,3.53,UK,EST,2024-04-30,15:00:00,86,Marketing Intern,1,4,4,325,Windows Firefox,192.168.199.119,LinkedIn,gmail.com,False,,2024-04-30 15:00:00,16,0,0.6,0,21.5,15,0
APP_001597,John,Jones,john.jones629@company.com,+1-479-900-5699,Online University,4.08,Australia,GMT,2024-03-08,16:00:00,118,Software Developer Intern,0,4,4,414,Windows Firefox,192.168.157.86,LinkedIn,company.com,False,,2024-03-08 16:00:00,13,0,0.45,0,29.5,16,0
APP_000201,Mike,Miller,mike.miller872@company.com,+1-667-251-6904,Online University,2.92,USA,PST,2024-02-19,12:00:00,27,Software Developer Intern,0,4,3,471,Mac Safari,192.168.9.119,Job Portal,company.com,False,,2024-02-19 12:00:00,14,0,0.5,0,6.75,12,0
APP_FRAUD_0076,Gplpxx,Jsofgrgt,996708@temp-mail.org,+625-250-215-1040,Online University,3.68,China,Unknown,2024-06-01,00:01:00,5,Data Science Intern,8,9,5,30,Automated Script,10.0.236.1,Direct,temp-mail.org,True,rapid_fire,2024-06-01 00:01:00,6,1,0.7,1,0.5555555555555556,0,1
APP_FRAUD_0142,123Test,User,123test504@invalid.com,+873-586-917-5692,Fake University,2.85,Australia,UTC,2024-03-18,17:00:00,9,Marketing Intern,5,9,7,66,Windows Chrome,192.168.222.105,Direct,invalid.com,True,inconsistent_data,2024-03-18 17:00:00,10,0,0.55,0,1.0,17,0
APP_FRAUD_0051,Lisa,Johnsonovich,lisa.johnson8363@hotmail.com,+406-434-167-3572,Online University,3.81,Brazil,,2024-06-05,22:00:00,8,Marketing Intern,6,8,7,21,Automated Script,10.0.196.1,,hotmail.com,True,duplicate_submission,2024-06-05 22:00:00,16,0,0.8,1,1.0,22,0
APP_000244,Mike,Jones,mike.jones202@hotmail.com,+1-795-792-7637,International University,3.21,India,CET,2024-01-20,09:00:00,84,Software Developer Intern,0,2,4,183,Windows Chrome,192.168.209.140,Job Portal,hotmail.com,False,,2024-01-20 09:00:00,13,0,0.45,0,42.0,9,0
APP_001453,Jane,Williams,jane.williams224@hotmail.com,+1-268-616-9976,Liberal Arts College,2.94,USA,GMT,2024-06-01,15:00:00,104,Marketing Intern,2,4,2,215,Mac Safari,192.168.100.45,Job Portal,hotmail.com,False,,2024-06-01 15:00:00,16,0,0.6,0,26.0,15,0
APP_000197,Chris,Johnson,chris.johnson843@yahoo.com,+1-533-482-9514,Community College,3.0,Canada,CST,2024-01-18,10:00:00,69,Data Science Intern,3,5,2,262,Mobile iOS,192.168.142.39,LinkedIn,yahoo.com,False,,2024-01-18 10:00:00,16,0,0.6,0,13.8,10,0
APP_000012,Emily,Brown,emily.brown421@outlook.com,+1-547-311-5073,Tech Institute,3.42,USA,CET,2024-06-16,10:00:00,27,Software Developer Intern,0,5,2,266,Mobile iOS,192.168.187.47,Company Website,outlook.com,False,,2024-06-16 10:00:00,14,0,0.5,0,5.4,10,0
APP_001215,Lisa,Williams,lisa.williams650@yahoo.com,+1-582-327-1613,Tech Institute,3.74,Germany,IST,2024-06-11,13:00:00,72,Business Analyst Intern,1,2,2,301,Windows Firefox,192.168.11.251,LinkedIn,yahoo.com,False,,2024-06-11 13:00:00,16,0,0.6,0,36.0,13,0
APP_000820,Chris,Johnson,chris.johnson215@hotmail.com,+1-548-791-6424,Online University,4.02,UK,CST,2024-06-11,16:00:00,120,Software Developer Intern,0,3,3,450,Windows Firefox,192.168.143.162,LinkedIn,hotmail.com,False,,2024-06-11 16:00:00,16,0,0.6,0,40.0,16,0
APP_000624,David,Miller,david.miller249@company.com,+1-973-602-3063,Community College,3.41,Germany,PST,2024-06-07,17:00:00,92,Data Science Intern,0,5,4,285,Windows Firefox,192.168.14.215,University,company.com,False,,2024-06-07 17:00:00,15,0,0.55,0,18.4,17,0
APP_000266,Emily,Garcia,emily.garcia9@gmail.com,+1-465-391-9987,Liberal Arts College,3.59,UK,GMT,2024-05-28,10:00:00,61,Software Developer Intern,0,4,3,363,Windows Firefox,192.168.157.88,Company Website,gmail.com,False,,2024-05-28 10:00:00,13,0,0.55,0,15.25,10,0
APP_000031,Emily,Williams,emily.williams772@outlook.com,+1-646-697-1475,Community College,3.26,Brazil,IST,2024-05-19,12:00:00,82,Marketing Intern,1,5,4,134,Mac Safari,192.168.70.216,Job Portal,outlook.com,False,,2024-05-19 12:00:00,17,0,0.65,0,16.4,12,0
APP_FRAUD_0027,Admin,User,admin279@invalid.com,+615-375-909-1895,Online Degree Mill,2.37,Canada,,2024-03-21,15:00:00,4,Marketing Intern,10,6,6,37,Windows Chrome,192.168.243.196,Unknown,invalid.com,True,inconsistent_data,2024-03-21 15:00:00,8,0,0.45,0,0.6666666666666666,15,0
APP_000907,John,Williams,john.williams681@yahoo.com,+1-276-743-6960,State University,3.88,Canada,GMT,2024-02-09,13:00:00,63,Research Assistant,2,4,4,203,Mobile iOS,192.168.252.105,University,yahoo.com,False,,2024-02-09 13:00:00,16,0,0.6,0,15.75,13,0
APP_001339,John,Miller,john.miller292@company.com,+1-788-707-6265,Tech Institute,3.5,India,PST,2024-03-17,10:00:00,22,Business Analyst Intern,0,5,2,66,Mac Safari,192.168.133.152,Job Portal,company.com,False,,2024-03-17 10:00:00,14,0,0.5,0,4.4,10,0
APP_001288,Sarah,Johnson,sarah.johnson178@gmail.com,+1-583-867-6429,Liberal Arts College,4.19,China,PST,2024-04-01,10:00:00,25,Data Science Intern,0,2,4,423,Mac Safari,192.168.208.58,Company Website,gmail.com,False,,2024-04-01 10:00:00,16,0,0.6,0,12.5,10,0
APP_001015,Jane,Johnson,jane.johnson857@hotmail.com,+1-321-726-3009,State University,3.46,Australia,GMT,2024-01-01,10:00:00,25,Software Developer Intern,1,2,4,455,Windows Chrome,192.168.197.106,LinkedIn,hotmail.com,False,,2024-01-01 10:00:00,15,0,0.55,0,12.5,10,0
